primkey,order_id,jcp_line_number,jcp_component_numb,o_status,ship_date,comp_date,sku,lot,back_order,r_quantity,o_quantity,quality_level,match_flag,mono_flag,set_id,color_id,pick_loc,pick_period,pick_pull_time,iip_nbr,hold_flag,dss_flag,alloc_from_task,ticket_type,,,
495705074,2.02311E+13,2,0,DELETE,4/25/23 0:00,4/25/23 0:00,2238096,208,Y,1,1,0,,N,0,0,R1814D1,8,,3.10161E+11,,N,,A,,,
495705958,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8170155,83,Y,1,1,0,,N,0,0,M4005D1,1,,3.10162E+11,,N,,A,,,
495706078,2.02311E+13,2,0,DELETE,4/25/23 0:00,,8451050,91,Y,1,1,0,,N,0,0,N1623F5,88,,3.10162E+11,,N,,A,,,
495706382,2.02311E+13,3,0,DELETE,4/25/23 0:00,,2880783,34,Y,1,1,0,,N,0,0,B2924G1,83,,3.10162E+11,,N,,A,,,
495706419,2.02311E+13,5,0,DELETE,4/25/23 0:00,4/25/23 0:00,3781149,34,Y,1,1,0,,N,0,0,N4215D1,8,,3.10162E+11,,N,,A,,,
495707306,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8511778,182,Y,1,1,0,,N,0,0,M2238F1,8,,3.10163E+11,,N,,A,,,
495707428,2.02311E+13,3,0,DELETE,4/25/23 0:00,,8441008,141,Y,2,2,0,,N,0,0,C3630D1,83,,3.10163E+11,,N,,A,,,
495707537,2.02311E+13,4,0,DELETE,4/25/23 0:00,,2833003,18,Y,1,1,0,,N,0,0,J0924B1,83,,3.10163E+11,,N,,A,,,
495708589,2.02311E+13,1,0,DELETE,4/25/23 0:00,,2288060,240,Y,1,1,0,,N,0,0,C4202H1,86,,3.10164E+11,,N,,A,,,
495708645,2.02311E+13,3,0,DELETE,4/25/23 0:00,,1061964,117,Y,1,1,0,,N,0,0,F6716C1,83,,3.10164E+11,,N,,A,,,
495708649,2.02311E+13,1,0,DELETE,4/25/23 0:00,,8160450,83,Y,1,1,0,,N,0,0,E4302F2,83,,3.10164E+11,,N,,A,,,
495709564,2.02311E+13,3,0,DELETE,4/25/23 0:00,4/25/23 0:00,3211784,75,Y,1,1,0,,N,0,0,M2824D1,8,,3.10165E+11,,N,,A,,,
495709715,2.02311E+13,2,0,DELETE,4/25/23 0:00,4/25/23 0:00,8460326,109,Y,1,1,0,,N,0,0,F0917C2,2,,3.10165E+11,,N,,A,,,
495710984,2.02311E+13,2,0,DELETE,4/25/23 0:00,,2241105,67,Y,1,1,0,,N,0,0,F3827B3,83,,3.10166E+11,,N,,A,,,
495711530,2.02311E+13,1,0,DELETE,4/25/23 0:00,,2242576,67,Y,1,1,0,,N,0,0,F3229C1,88,,3.10166E+11,,N,,A,,,
495712314,2.02311E+13,1,0,DELETE,4/25/23 0:00,,8460326,109,Y,1,1,0,,N,0,0,F0917C2,87,,3.10167E+11,,N,,A,,,
495712351,2.02311E+13,1,0,DELETE,4/25/23 0:00,,8600972,83,Y,1,1,0,,N,0,0,F3601F5,83,,3.10167E+11,,N,,A,,,
495712420,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8460326,91,Y,1,1,0,,N,0,0,F1112C1,3,,3.10167E+11,,N,,A,,,
495712540,2.02311E+13,3,0,DELETE,4/25/23 0:00,,8441063,75,Y,1,1,0,,N,0,0,M2118A1,87,,3.10167E+11,,N,,A,,,
495713159,2.02311E+13,2,0,DELETE,4/25/23 0:00,,5314810,26,Y,1,1,0,,N,0,0,B1308F4,87,,3.10168E+11,,N,,A,,,
495713235,2.02311E+13,1,0,DELETE,4/25/23 0:00,,2236040,174,Y,1,1,0,,N,0,0,F2031F4,88,,3.10168E+11,,N,,A,,,
495713236,2.02311E+13,3,0,DELETE,4/25/23 0:00,4/25/23 0:00,3700516,83,Y,1,1,0,,N,0,0,E2514F6,4,,3.10168E+11,,N,,A,,,
495713457,2.02311E+13,1,0,DELETE,4/25/23 0:00,,8190310,109,Y,1,1,0,,N,0,0,F3934C1,88,,3.10168E+11,,N,,A,,,
495713724,2.02311E+13,2,0,DELETE,4/25/23 0:00,,2237111,208,Y,1,1,0,,N,0,0,N2220F4,87,,3.10168E+11,,N,,A,,,
495714710,2.02311E+13,6,0,DELETE,4/25/23 0:00,,9451444,42,Y,1,1,0,,N,0,0,C4130E3,81,,3.10169E+11,,N,,A,,,
495715946,2.02311E+13,5,0,DELETE,4/25/23 0:00,,8441063,75,Y,1,1,0,,N,0,0,M2118A1,87,,3.10169E+11,,N,,A,,,
495716438,2.02311E+13,2,0,DELETE,4/25/23 0:00,,8451028,265,Y,1,1,0,,N,0,0,N3333B1,82,,3.1017E+11,,N,,A,,,
495716439,2.02311E+13,3,0,DELETE,4/25/23 0:00,,8451028,273,Y,1,1,0,,N,0,0,N3331E1,82,,3.1017E+11,,N,,A,,,
495716895,2.02311E+13,2,0,DELETE,4/25/23 0:00,,2232369,83,Y,1,1,0,,N,0,0,A3111D1,84,,3.1017E+11,,N,,A,,,
495717001,2.02311E+13,2,0,DELETE,4/25/23 0:00,4/25/23 0:00,2237041,224,Y,1,1,0,,N,0,0,N2021D1,3,,3.1017E+11,,N,,A,,,
495717335,2.02311E+13,1,0,DELETE,4/25/23 0:00,,9622061,34,Y,1,1,0,,N,0,0,D2824B1,87,,3.1017E+11,,N,,A,,,
495717864,2.02311E+13,8,0,DELETE,4/25/23 0:00,,8510109,281,Y,1,1,0,,N,0,0,F4510C5,86,,3.10171E+11,,N,,A,,,
495718677,2.02311E+13,1,0,DELETE,4/25/23 0:00,,1090997,18,Y,1,1,0,,N,0,0,B0323C3,84,,3.10171E+11,,N,,A,,,
495719313,2.02311E+13,8,0,DELETE,4/25/23 0:00,,8510109,281,Y,1,1,0,,N,0,0,F3216F1,86,,3.10171E+11,,N,,A,,,
495719522,2.02312E+13,1,0,DELETE,4/25/23 0:00,,8511772,67,Y,1,1,0,,N,0,0,R1147F3,87,,3.10172E+11,,N,,A,,,
495720348,2.02312E+13,9,0,DELETE,4/25/23 0:00,,5060513,67,Y,1,1,0,,N,0,0,F2112D1,86,,3.10172E+11,,N,,A,,,
495722549,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,8451028,307,Y,1,1,0,,N,0,0,N3313A1,64,,3.10174E+11,,N,,A,,,
495722550,2.02312E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,8451028,505,Y,1,1,0,,N,0,0,N3332D1,64,,3.10174E+11,,N,,A,,,
495723983,2.02312E+13,4,0,DELETE,4/25/23 0:00,,8251059,91,Y,1,1,0,,N,0,0,D2311H2,86,,3.10175E+11,,N,,A,,,
495724134,2.02312E+13,3,0,DELETE,4/25/23 0:00,,8251059,83,Y,1,1,0,,N,0,0,D2306H1,86,,3.10175E+11,,N,,A,,,
495725602,2.02312E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,5116002,1321,Y,1,1,0,,N,0,0,G4220B3,63,,3.10176E+11,,N,,A,,,
495725989,2.02312E+13,10,0,DELETE,4/25/23 0:00,,3231592,59,Y,1,1,0,,N,0,0,M3938F6,86,,3.10176E+11,,N,,A,,,
495727227,2.02312E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,8143076,75,Y,1,1,0,,N,0,0,G2022D1,63,,3.10177E+11,N,N,,A,,,
495729023,2.02312E+13,8,0,DELETE,4/26/23 0:00,4/26/23 0:00,2194147,42,Y,1,1,0,,N,0,0,Q2609D3,61,,3.10178E+11,,N,,A,,,
495730284,2.02312E+13,7,0,DELETE,4/25/23 0:00,,3555826,67,Y,1,1,0,,N,0,0,D4130E4,86,,3.10179E+11,,N,,A,,,
495732582,2.02312E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,8400816,83,Y,1,1,0,,N,0,0,M3938F4,64,,3.10181E+11,,N,,A,,,
495736866,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,2260126,75,Y,1,1,0,,N,0,0,C5426D4,61,,3.10184E+11,,N,,A,,,
495741233,2.02312E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,5312650,75,Y,1,1,0,,N,0,0,B1523F6,61,,3.10187E+11,,N,,A,,,
495744112,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,8143076,67,Y,1,1,0,,N,0,0,G0902A2,62,,3.10189E+11,,N,,A,,,
495745592,2.02312E+13,10,0,DELETE,4/26/23 0:00,4/26/23 0:00,2361155,653,Y,1,1,0,,N,0,0,A0803H3,64,,3.1019E+11,,N,,A,,,
495745980,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,5780152,83,Y,1,1,0,,N,0,0,B4026D1,63,,3.1019E+11,,N,,A,,,
495747108,2.02312E+13,4,0,DELETE,4/26/23 0:00,4/26/23 0:00,8460436,1271,Y,1,1,0,,N,0,0,A0918H1,62,,3.10191E+11,,N,,A,,,
495747152,2.02312E+13,2,0,DELETE,4/26/23 0:00,,8580647,240,Y,1,1,0,,N,0,0,M2409F6,65,,3.10191E+11,,N,,A,,,
495747172,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,7314691,42,Y,4,4,0,,N,0,0,E4116F2,61,,3.10191E+11,,N,,A,,,
495747439,2.02312E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,7169087,1248,Y,1,1,0,,N,0,0,F4237D1,64,,3.10191E+11,,N,,A,,,
495748062,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,153012,91,Y,1,1,0,,N,0,0,F5932B1,62,,3.10192E+11,,N,,A,,,
495748494,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,572003,109,Y,1,1,0,,N,0,0,A6022C2,62,,3.10192E+11,,N,,A,,,
495748809,2.02312E+13,4,0,DELETE,4/26/23 0:00,4/26/23 0:00,8144059,109,Y,1,1,0,,N,0,0,D4409B3,64,,3.10192E+11,,N,,A,,,
495748872,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,2232304,83,Y,1,1,0,,N,0,0,D4419E4,64,,3.10193E+11,,N,,A,,,
495749185,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,8965161,91,Y,1,1,0,,N,0,0,D3326A1,62,,3.10193E+11,,N,,A,,,
495749305,2.02312E+13,1,0,DELETE,4/26/23 0:00,,9622175,34,Y,1,1,0,,N,0,0,M1518F1,21,,3.10193E+11,,N,,A,,,
495749368,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,8141552,190,Y,1,1,0,,N,0,0,N2329D1,62,,3.10193E+11,,N,,A,,,
495750559,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,8143076,67,Y,1,1,0,,N,0,0,G0902A2,62,,3.10194E+11,,N,,A,,,
495752214,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,8143076,67,Y,1,1,0,,N,0,0,G0902A2,62,,3.10195E+11,,N,,A,,,
495753132,2.02312E+13,6,0,DELETE,4/26/23 0:00,,1692050,83,Y,1,1,0,,N,0,0,H1712D1,21,,3.10196E+11,,N,,A,,,
495753289,2.02312E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,5130157,109,Y,1,1,0,,N,0,0,P1901G1,62,,3.10196E+11,,N,,A,,,
495753657,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,5116004,489,Y,1,1,0,,N,0,0,C2101H2,62,,3.10196E+11,,N,,A,,,
495754074,2.02312E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,2231798,67,Y,1,1,0,,N,0,0,E3320B2,64,,3.10196E+11,,N,,A,,,
495754422,2.02312E+13,2,0,DELETE,4/26/23 0:00,,2231798,67,Y,1,1,0,,N,0,0,E3320B2,65,,3.10197E+11,,N,,A,,,
495754879,2.02312E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,1692050,75,Y,1,1,0,,N,0,0,H1713D1,64,,3.10197E+11,,N,,A,,,
495755472,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,8174083,83,Y,1,1,0,,N,0,0,P3913F2,63,,3.10197E+11,,N,,A,,,
495758866,2.02312E+13,2,0,DELETE,4/26/23 0:00,,4020425,18,Y,1,1,0,,N,0,0,D3827H1,65,,3.102E+11,,N,,A,,,
495759310,2.02312E+13,3,0,DELETE,4/26/23 0:00,,8511742,91,Y,1,1,0,,N,0,0,B1922F5,24,,3.102E+11,,N,,A,,,
495759773,2.02312E+13,1,0,DELETE,4/26/23 0:00,,240517,109,Y,1,1,0,,N,0,0,E0626A2,24,,3.102E+11,,N,,A,,,
495761584,2.02312E+13,2,0,DELETE,4/26/23 0:00,,2293217,83,Y,1,1,0,,N,0,0,C3925D1,24,,3.10201E+11,,N,,A,,,
495762076,2.02312E+13,4,0,DELETE,4/26/23 0:00,,8451028,299,Y,1,1,0,,N,0,0,N3316H2,65,,3.10202E+11,,N,,A,,,
495762088,2.02312E+13,1,0,DELETE,4/26/23 0:00,,9621272,34,Y,1,1,0,,N,0,0,N1115A2,65,,3.10202E+11,,N,,A,,,
495763959,2.02312E+13,2,0,DELETE,4/26/23 0:00,,8141552,190,Y,1,1,0,,N,0,0,N2329D1,23,,3.10203E+11,,N,,A,,,
495764347,2.02312E+13,1,0,DELETE,4/26/23 0:00,,2284114,91,Y,2,2,0,,N,0,0,D2535A2,23,,3.10203E+11,,N,,A,,,
495764348,2.02312E+13,8,0,DELETE,4/26/23 0:00,,8141767,91,Y,1,1,0,,N,0,0,H3814C1,23,,3.10203E+11,,N,,A,,,
495764359,2.02312E+13,1,0,SCHED,4/27/23 0:00,,1692013,34,Y,1,1,0,,N,0,0,D2534D1,,,,,N,,,,,
495764384,2.02312E+13,2,0,DELETE,4/26/23 0:00,,5034003,133,Y,1,1,0,,N,0,0,G2201F1,22,,3.10203E+11,,N,,A,,,
495767737,2.02312E+13,1,0,SCHED,4/27/23 0:00,,3556021,109,Y,1,1,0,,N,0,0,P1726G1,,,,,N,,,,,
495767746,2.02312E+13,3,0,DELETE,4/26/23 0:00,,5314770,18,Y,1,1,0,,N,0,0,C1523F2,22,,3.10205E+11,,N,,A,,,
495767752,2.02312E+13,1,0,SCHED,4/27/23 0:00,,8450255,75,Y,3,3,0,,N,0,0,E5827E3,,,,,N,,,,,
495767754,2.02312E+13,1,0,DELETE,4/26/23 0:00,,8700220,91,Y,1,1,0,,N,0,0,H1708C4,23,,3.10205E+11,,N,,A,,,
495767761,2.02312E+13,1,0,SCHED,4/27/23 0:00,,3241524,83,Y,1,1,0,,N,0,0,E2224E2,,,,,N,,,,,
495767769,2.02312E+13,3,0,DELETE,4/26/23 0:00,,5230532,208,Y,1,1,0,,N,0,0,E5831F3,23,,3.10205E+11,,N,,A,,,
495767792,2.02312E+13,10,0,DELETE,4/26/23 0:00,,3555993,83,Y,1,1,0,,N,0,0,D6019C2,22,,3.10205E+11,,N,,A,,,
495767859,2.02312E+13,5,0,DELETE,4/26/23 0:00,,2242714,42,Y,1,1,0,,N,0,0,M2818D1,22,,3.10205E+11,,N,,A,,,
495771271,2.02312E+13,3,0,SCHED,4/27/23 0:00,,5311888,117,Y,1,1,0,,N,0,0,D2932D1,,,,,N,,,,,
495771797,2.02312E+13,1,0,DELETE,4/26/23 0:00,,9622422,91,Y,1,1,0,,N,0,0,M2534D2,21,,3.10208E+11,,N,,A,,,
495773268,2.02312E+13,12,0,DELETE,4/26/23 0:00,,8141767,67,Y,1,1,0,,N,0,0,H3801A2,23,,3.10209E+11,,N,,A,,,
495773902,2.02312E+13,1,0,DELETE,4/26/23 0:00,,2297030,83,Y,1,1,0,,N,0,0,H2514F2,22,,3.1021E+11,,N,,A,,,
495774121,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,9621266,91,Y,1,1,0,,N,0,0,B2117H2,23,,3.1021E+11,N,N,,A,,,
495775252,2.02312E+13,1,0,SCHED,4/27/23 0:00,,8451028,299,Y,1,1,0,,N,0,0,N3316H2,,,,,N,,,,,
495776078,2.02312E+13,1,0,DELETE,4/26/23 0:00,,9622422,91,Y,1,1,0,,N,0,0,M2504F3,21,,3.10208E+11,,N,,A,,,
495780028,2.02312E+13,2,0,SCHED,4/27/23 0:00,,1166743,42,Y,3,3,0,,N,0,0,C1519C1,,,,,N,,,,,
495782481,2.02312E+13,2,0,SCHED,4/27/23 0:00,,2889013,67,Y,1,1,0,,N,0,0,P0522B2,,,,,N,,,,,
495782728,2.02312E+13,1,0,SCHED,4/27/23 0:00,,8941224,257,Y,1,1,0,,N,0,0,D2109F2,,,,,N,,,,,
495785189,2.02312E+13,2,0,SCHED,4/27/23 0:00,,8450858,3301,Y,1,1,0,,N,0,0,N4710A1,,,,,N,,,,,
495786629,2.02312E+13,1,0,SCHED,4/27/23 0:00,,8941224,224,Y,1,1,0,,N,0,0,D2119D1,,,,,N,,,,,
495787068,2.02312E+13,1,0,SCHED,4/27/23 0:00,,8141552,208,Y,1,1,0,,N,0,0,N2319F3,,,,,N,,,,,
495787070,2.02312E+13,1,0,SCHED,4/27/23 0:00,,5314810,59,Y,1,1,0,,N,0,0,B1327F4,,,,,N,,,,,
495787128,2.02312E+13,2,0,SCHED,4/27/23 0:00,,2237108,190,Y,1,1,0,,N,0,0,D5534G1,,,,,N,,,,,
495788333,2.02312E+13,1,0,SCHED,4/27/23 0:00,,2232361,75,Y,1,1,0,,N,0,0,P0724B3,,,,,N,,,,,
495788543,2.02312E+13,2,0,SCHED,4/27/23 0:00,,2570216,109,Y,1,1,0,,N,0,0,H1635D1,,,,,N,,,,,
495789985,2.02312E+13,3,0,SCHED,4/27/23 0:00,,4211049,59,Y,1,1,0,,N,0,0,N2420B3,,,,,N,,,,,
495790560,2.02312E+13,2,0,SCHED,4/27/23 0:00,,2530367,67,Y,1,1,0,,N,0,0,B3329C3,,,,,N,,,,,
495502451,2.02311E+13,7,0,DELETE,4/24/23 0:00,4/24/23 0:00,8171617,299,Y,1,1,0,,N,0,0,Q0823F1,62,,3.10014E+11,,N,,A,,,
495503225,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,2281235,34,Y,1,1,0,,N,0,0,Q0912A3,63,,3.10015E+11,,N,,A,,,
495503439,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,1222786,539,Y,1,1,0,,N,0,0,B2117H1,63,,3.10015E+11,N,N,,A,,,
495503509,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,2540108,703,Y,1,1,0,,N,0,0,E2808E4,62,,3.10015E+11,,N,,A,,,
495505062,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,7404149,18,Y,2,2,0,,N,0,0,Z2749A1,63,,3.10016E+11,,N,,A,,,
495507455,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,8173131,281,Y,1,1,0,,N,0,0,M1714A3,62,,3.10017E+11,,N,,A,,,
495526142,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,1020313,18,Y,1,1,0,,N,0,0,N4803C2,62,,3.1003E+11,,N,,A,,,
495530492,2.02311E+13,4,0,DELETE,4/24/23 0:00,4/24/23 0:00,1020313,18,Y,1,1,0,,N,0,0,N4803C2,62,,3.10033E+11,,N,,A,,,
495530553,2.02311E+13,2,0,DELETE,4/23/23 0:00,4/23/23 0:00,4152763,67,Y,1,1,0,,N,0,0,A3519A3,84,,3.10033E+11,,N,,A,,,
495530779,2.02311E+13,1,0,DELETE,4/23/23 0:00,4/23/23 0:00,7893586,18,Y,8,8,0,,N,0,0,E5009B2,81,,3.10034E+11,N,N,,A,,,
495530887,2.02311E+13,4,0,DELETE,4/23/23 0:00,4/23/23 0:00,8450605,83,Y,1,1,0,,N,0,0,Q2724D3,85,,3.10034E+11,,N,,A,,,
495532138,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,8451067,109,Y,1,1,0,,N,0,0,E3602H4,61,,3.10035E+11,,N,,A,,,
495532773,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,3487129,26,Y,3,3,0,,N,0,0,D3940G4,62,,3.10035E+11,,N,,A,,,
495533609,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,8451028,281,Y,1,1,0,,N,0,0,N3302B1,63,,3.10036E+11,,N,,A,,,
495535562,2.02311E+13,10,0,DELETE,4/23/23 0:00,4/23/23 0:00,3232286,83,Y,1,1,0,,N,0,0,P0826B5,85,,3.10037E+11,,N,,A,,,
495535889,2.02311E+13,5,0,DELETE,4/23/23 0:00,4/23/23 0:00,5040272,91,Y,1,1,0,,N,0,0,N3514F1,85,,3.10037E+11,,N,,A,,,
495536125,2.02311E+13,2,0,DELETE,4/23/23 0:00,4/23/23 0:00,8451028,299,Y,1,1,0,,N,0,0,N3316H2,84,,3.10037E+11,,N,,A,,,
495537596,2.02311E+13,5,0,DELETE,4/24/23 0:00,,2330352,240,Y,1,1,0,,N,0,0,D1619C1,26,,3.10038E+11,,N,,A,,,
495540774,2.02311E+13,3,0,DELETE,4/24/23 0:00,4/24/23 0:00,8190392,59,Y,1,1,0,,N,0,0,Q2724D4,61,,3.10041E+11,,N,,A,,,
495545075,2.02311E+13,5,0,DELETE,4/23/23 0:00,4/23/23 0:00,8145030,67,Y,1,1,0,,N,0,0,B4425D2,86,,3.10044E+11,,N,,A,,,
495545169,2.02311E+13,3,0,DELETE,4/23/23 0:00,4/23/23 0:00,8451068,91,Y,1,1,0,,N,0,0,N1936H4,86,,3.10044E+11,,N,,A,,,
495546090,2.02311E+13,3,0,DELETE,4/24/23 0:00,4/24/23 0:00,1523002,59,Y,1,1,0,,N,0,0,D0711D1,64,,3.10044E+11,,N,,A,,,
495546337,2.02311E+13,3,0,DELETE,4/24/23 0:00,4/24/23 0:00,8451068,75,Y,1,1,0,,N,0,0,N1924F6,64,,3.10045E+11,,N,,A,,,
495548888,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,3211661,34,Y,1,1,0,,N,0,0,M4020B2,2,,3.10047E+11,,N,,A,,,
495549213,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,2232727,67,Y,1,1,0,,N,0,0,M1716F5,63,,3.10047E+11,,N,,A,,,
495550191,2.02311E+13,3,0,DELETE,4/24/23 0:00,,2281231,91,Y,1,1,0,,N,0,0,E3105D1,66,,3.10047E+11,,N,,A,,,
495558616,2.02311E+13,5,0,DELETE,4/24/23 0:00,,8460756,257,Y,1,1,0,,N,0,0,N1305D1,66,,3.10055E+11,,N,,A,,,
495582276,2.02311E+13,1,0,DELETE,4/24/23 0:00,,1442960,42,Y,1,1,0,,N,0,0,C5428E1,25,,3.10073E+11,,N,,A,,,
495599753,2.02311E+13,3,0,DELETE,4/24/23 0:00,,8530145,75,Y,1,1,0,,N,0,0,B1522F5,27,,3.10087E+11,,N,,A,,,
495613880,2.02311E+13,1,0,DELETE,4/24/23 0:00,,8251077,91,Y,1,1,0,,N,0,0,A2008D1,22,,3.10098E+11,,N,,A,,,
495614932,2.02311E+13,6,0,DELETE,4/24/23 0:00,,3232286,83,Y,1,1,0,,N,0,0,P0826B5,24,,3.10098E+11,,N,,A,,,
495617309,2.02311E+13,1,0,DELETE,4/24/23 0:00,,8511742,91,Y,1,1,0,,N,0,0,B1922F5,22,,3.101E+11,,N,,A,,,
312228266,2.02311E+13,2,0,DELETE,4/25/23 0:00,4/25/23 0:00,2239945,91,Y,1,1,0,,N,0,0,C2633B4,64,,4.22854E+11,,N,,A,,,
312228592,2.02311E+13,4,0,DELETE,4/24/23 0:00,4/24/23 0:00,4221394,42,Y,1,1,0,,N,0,0,H3441C3,6,,4.22854E+11,,N,,A,,,
312229451,2.02311E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,5110143,91,Y,1,1,0,,N,0,0,E1309G1,4,,4.22855E+11,,N,,A,,,
312230300,2.02311E+13,2,0,DELETE,4/24/23 0:00,4/24/23 0:00,8440612,42,Y,1,1,0,,N,0,0,B1816C3,6,,4.22855E+11,,N,,A,,,
312231516,2.02311E+13,4,0,DELETE,4/25/23 0:00,4/25/23 0:00,2293119,158,Y,1,1,0,,N,0,0,H3816C3,67,,4.22856E+11,,N,,A,,,
312231698,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,7430936,18,Y,1,1,0,,N,0,0,F1449E3,3,,4.22856E+11,,N,,A,,,
312239456,2.02311E+13,4,0,DELETE,4/25/23 0:00,4/25/23 0:00,2239945,83,Y,1,1,0,,N,0,0,C2628B5,68,,4.22861E+11,,N,,A,,,
312244670,2.02311E+13,3,0,DELETE,4/24/23 0:00,4/24/23 0:00,1237005,67,Y,1,1,0,,N,0,0,G1612C1,3,,4.22864E+11,,N,,A,,,
312247302,2.02311E+13,2,0,DELETE,4/24/23 0:00,4/24/23 0:00,7213651,18,Y,1,1,0,,N,0,0,O0530TR,0,,8.42232E+11,,N,,W,,,
312250679,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,1234121,75,Y,1,1,0,,N,0,0,F1217E3,7,,4.22868E+11,,N,,A,,,
312252143,2.02311E+13,5,0,DELETE,4/24/23 0:00,4/24/23 0:00,153008,83,Y,1,1,0,,N,0,0,V0329D2,3,,4.22869E+11,,N,,A,,,
312252992,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8941204,26,Y,1,1,0,,N,0,0,B1542D3,66,,4.2287E+11,,N,,A,,,
312253317,2.02311E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,5312672,75,Y,1,1,0,,N,0,0,A0410A5,5,,4.2287E+11,,N,,A,,,
312254376,2.02311E+13,2,0,DELETE,4/25/23 0:00,4/25/23 0:00,2353820,273,Y,1,1,0,,N,0,0,H3511D3,64,,4.22871E+11,,N,,A,,,
312256353,2.02311E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,8143076,91,Y,1,1,0,,N,0,0,C3417C2,2,,4.22872E+11,,N,,A,,,
312258803,2.02311E+13,15,0,DELETE,4/26/23 0:00,4/26/23 0:00,3232286,83,Y,1,1,0,,N,0,0,A2006G3,2,,4.22874E+11,,N,,A,,,
312261848,2.02311E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,8451028,307,Y,1,1,0,,N,0,0,E2631B4,1,,4.22876E+11,,N,,A,,,
312261877,2.02311E+13,7,0,DELETE,4/25/23 0:00,4/25/23 0:00,8460374,91,Y,1,1,0,,N,0,0,E2924E3,68,,4.22876E+11,,N,,A,,,
312261878,2.02311E+13,5,0,DELETE,4/26/23 0:00,4/26/23 0:00,9830410,687,Y,1,1,0,,N,0,0,F3833F1,6,,4.22876E+11,,N,,A,,,
312262153,2.02311E+13,4,0,DELETE,4/26/23 0:00,4/26/23 0:00,8143076,91,Y,1,1,0,,N,0,0,C3417C2,6,,4.22876E+11,,N,,A,,,
312262246,2.02311E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,8143076,91,Y,1,1,0,,N,0,0,C3417C2,6,,4.22876E+11,,N,,A,,,
312262438,2.02311E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,1292010,109,Y,1,1,0,,N,0,0,D1838C1,8,,4.22876E+11,,N,,A,,,
312262987,2.02311E+13,4,0,DELETE,4/26/23 0:00,4/26/23 0:00,8451049,83,Y,1,1,0,,N,0,0,D1535B3,1,,4.22876E+11,,N,,A,,,
312262988,2.02311E+13,6,0,DELETE,4/26/23 0:00,4/26/23 0:00,8451049,83,Y,1,1,0,,N,0,0,D1535B3,1,,4.22876E+11,,N,,A,,,
